xcoord	xcoord	ycoord	lab	tumor	tumor_id
E2_19.999_11.884	19.999000000000002	11.884	L36	non	non
E2_15.942_11.897	15.942	11.897	L37	non	non
E2_17.895_11.9	17.895	11.9	L38	non	non
E2_24.965_11.902	24.965	11.902000000000001	L39	tumor	T0
E2_10.896_11.906	10.895999999999999	11.905999999999999	L40	non	non
E2_25.907_11.908	25.906999999999996	11.908	L41	tumor	T0
E2_9.88_11.912	9.88	11.912	L42	non	non
E2_23.015_11.931	23.015	11.931	L43	tumor	T0
E2_14.878_11.93	14.878	11.93	L44	non	non
E2_20.912_11.939	20.912	11.939	L45	tumor	T0
E2_23.988_11.931	23.988000000000003	11.931	L46	tumor	T0
E2_6.884_11.944	6.8839999999999995	11.944	L47	non	non
E2_11.977_11.965	11.977	11.965	L48	non	non
E2_12.985_11.948	12.985	11.948	L49	non	non
E2_7.923_11.949	7.922999999999999	11.949000000000002	L50	non	non
E2_5.876_11.946	5.876	11.946	L51	non	non
E2_19.978_12.873	19.977999999999998	12.873	L52	tumor	T0
E2_20.908_12.901	20.908	12.901	L53	tumor	T0
E2_21.92_12.9	21.92	12.9	L54	tumor	T0
E2_18.921_12.894	18.921	12.894	L55	non	non
E2_9.908_12.896	9.908	12.895999999999999	L56	non	non
E2_10.923_12.902	10.923	12.902000000000001	L57	non	non
E2_24.959_12.891	24.959	12.890999999999998	L58	tumor	T0
E2_16.886_12.905	16.886	12.905	L59	non	non
E2_15.923_12.914	15.923	12.914000000000001	L60	non	non
E2_23.02_12.925	23.02	12.925	L61	tumor	T0
E2_25.913_12.915	25.913	12.915	L62	tumor	T0
E2_13.975_12.927	13.975	12.927	L63	non	non
E2_23.979_12.928	23.979	12.927999999999999	L64	tumor	T0
E2_5.884_12.933	5.8839999999999995	12.933	L65	non	non
E2_6.895_12.942	6.895	12.942	L66	non	non
E2_7.918_12.945	7.917999999999999	12.945	L67	non	non
E2_12.973_12.96	12.972999999999999	12.96	L68	non	non
E2_21.944_13.887	21.944000000000003	13.887	L69	tumor	T0
E2_20.899_13.898	20.899	13.898	L70	tumor	T0
E2_10.926_13.907	10.925999999999998	13.907	L71	non	non
E2_18.93_13.9	18.93	13.9	L72	tumor	T0
E2_19.993_13.9	19.993	13.9	L73	tumor	T0
E2_25.913_13.9	25.913	13.9	L74	tumor	T0
E2_23.008_13.924	23.008000000000003	13.924000000000001	L75	tumor	T0
E2_13.914_13.919	13.914000000000001	13.919	L76	non	non
E2_17.926_13.923	17.926	13.923	L77	tumor	T0
E2_24.963_13.916	24.963	13.915999999999999	L78	tumor	T0
E2_9.883_13.933	9.883	13.933	L79	non	non
E2_6.888_13.937	6.888	13.937000000000001	L80	non	non
E2_5.902_13.94	5.902	13.94	L81	non	non
E2_16.903_13.938	16.903	13.937999999999999	L82	tumor	T0
E2_14.914_13.933	14.914000000000001	13.933	L83	non	non
E2_24.012_13.936	24.011999999999997	13.936	L84	tumor	T0
E2_12.964_13.954	12.964	13.954	L85	non	non
E2_26.951_14.856	26.951	14.856	L86	tumor	T0
E2_10.945_14.916	10.945	14.915999999999999	L87	non	non
E2_18.926_14.903	18.926	14.902999999999999	L88	tumor	T0
E2_20.908_14.905	20.908	14.905	L89	tumor	T0
E2_15.948_14.905	15.948	14.905	L90	tumor	T0
E2_25.926_14.904	25.926	14.904000000000002	L91	tumor	T0
E2_21.935_14.924	21.935	14.924000000000001	L92	tumor	T0
E2_20.006_14.918	20.006	14.918	L93	tumor	T0
E2_23.015_14.944	23.015	14.944	L94	tumor	T0
E2_24.961_14.917	24.961	14.917	L95	tumor	T0
E2_8.971_14.932	8.971	14.932	L96	tumor	T0
E2_7.906_14.94	7.906000000000001	14.94	L97	non	non
E2_14.921_14.942	14.921	14.942	L98	tumor	T0
E2_13.941_14.94	13.940999999999999	14.94	L99	tumor	T0
E2_12.025_14.96	12.025	14.96	L100	tumor	T0
E2_5.896_14.953	5.896	14.953	L101	non	non
E2_6.907_14.954	6.907	14.954	L102	tumor	T0
E2_12.985_14.967	12.985	14.967	L103	tumor	T0
E2_24.005_14.959	24.005	14.959000000000001	L104	tumor	T0
E2_21.957_15.893	21.956999999999997	15.892999999999999	L105	tumor	T0
E2_26.953_15.9	26.953000000000003	15.9	L106	tumor	T0
E2_20.007_15.91	20.007	15.91	L107	tumor	T0
E2_9.875_15.929	9.875	15.929	L108	non	non
E2_20.904_15.929	20.904	15.929	L109	tumor	T0
E2_17.92_15.931	17.92	15.931	L110	tumor	T0
E2_10.894_15.94	10.894	15.94	L111	tumor	T0
E2_25.946_15.935	25.945999999999998	15.935	L112	tumor	T0
E2_18.917_15.935	18.917	15.935	L113	tumor	T0
E2_23.023_15.947	23.023000000000003	15.947000000000001	L114	tumor	T0
E2_24.971_15.936	24.971	15.936	L115	tumor	T0
E2_24.004_15.952	24.004	15.952	L116	tumor	T0
E2_5.907_15.953	5.907	15.953	L117	tumor	T0
E2_7.915_15.955	7.915	15.955	L118	tumor	T0
E2_12.004_15.955	12.004000000000001	15.955	L119	tumor	T0
E2_13.942_15.944	13.942	15.944	L120	tumor	T0
E2_15.96_15.944	15.96	15.944	L121	tumor	T0
E2_6.883_15.958	6.882999999999999	15.958	L122	tumor	T0
E2_14.93_15.946	14.93	15.946	L123	tumor	T0
E2_16.908_15.951	16.908	15.950999999999999	L124	tumor	T0
E2_12.986_15.955	12.985999999999999	15.955	L125	tumor	T0
E2_8.995_15.956	8.995	15.956	L126	tumor	T0
E2_21.931_16.9	21.930999999999997	16.9	L127	tumor	T0
E2_26.952_16.9	26.951999999999998	16.9	L128	tumor	T0
E2_10.934_16.931	10.934000000000001	16.930999999999997	L129	tumor	T0
E2_20.003_16.906	20.003	16.906	L130	tumor	T0
E2_8.993_16.922	8.993	16.922	L131	tumor	T0
E2_23.031_16.933	23.031	16.933	L132	tumor	T0
E2_24.969_16.926	24.969	16.926	L133	tumor	T0
E2_15.946_16.931	15.946	16.930999999999997	L134	tumor	T0
E2_18.935_16.93	18.935	16.93	L135	tumor	T0
E2_25.923_16.92	25.923000000000002	16.92	L136	tumor	T0
E2_13.964_16.948	13.964	16.948	L137	tumor	T0
E2_20.918_16.936	20.918000000000003	16.936	L138	tumor	T0
E2_14.907_16.946	14.907	16.945999999999998	L139	tumor	T0
E2_23.995_16.953	23.995	16.953	L140	tumor	T0
E2_16.913_16.96	16.913	16.96	L141	tumor	T0
E2_17.943_16.965	17.942999999999998	16.965	L142	tumor	T0
E2_5.89_16.968	5.89	16.968	L143	tumor	T0
E2_9.894_16.964	9.894	16.964000000000002	L144	tumor	T0
E2_6.899_16.965	6.899	16.965	L145	tumor	T0
E2_12.021_16.997	12.020999999999999	16.997	L146	tumor	T0
E2_13_16.993	13.0	16.993	L147	tumor	T0
E2_7.944_16.994	7.944	16.994	L148	tumor	T0
E2_19.973_17.904	19.973	17.904	L149	tumor	T0
E2_21.941_17.921	21.941	17.921	L150	tumor	T0
E2_16.899_17.904	16.899	17.904	L151	tumor	T0
E2_24.939_17.914	24.939	17.914	L152	tumor	T0
E2_10.934_17.928	10.934000000000001	17.928	L153	tumor	T0
E2_25.905_17.908	25.905	17.908	L154	tumor	T0
E2_26.95_17.913	26.95	17.913	L155	tumor	T0
E2_18.905_17.922	18.905	17.922	L156	tumor	T0
E2_8.965_17.933	8.965	17.933	L157	tumor	T0
E2_5.874_17.94	5.874	17.94	L158	tumor	T0
E2_15.932_17.929	15.932	17.929000000000002	L159	tumor	T0
E2_23.007_17.952	23.006999999999998	17.952	L160	tumor	T0
E2_23.994_17.945	23.994	17.945	L161	tumor	T0
E2_6.882_17.941	6.882000000000001	17.941	L162	tumor	T0
E2_7.897_17.952	7.897	17.952	L163	tumor	T0
E2_14.877_17.941	14.877	17.941	L164	tumor	T0
E2_20.901_17.944	20.901	17.944000000000003	L165	tumor	T0
E2_9.896_17.963	9.896	17.963	L166	tumor	T0
E2_12.109_18.01	12.109000000000002	18.01	L167	tumor	T0
E2_13.788_18.026	13.788	18.026	L168	tumor	T0
E2_12.974_18.031	12.974	18.031	L169	tumor	T0
E2_27.904_18.886	27.904	18.886	L170	tumor	T0
E2_10.91_18.915	10.91	18.915	L171	tumor	T0
E2_7.878_18.897	7.877999999999999	18.897000000000002	L172	tumor	T0
E2_8.969_18.908	8.969	18.908	L173	tumor	T0
E2_21.94_18.928	21.94	18.928	L174	tumor	T0
E2_9.891_18.915	9.891	18.915	L175	tumor	T0
E2_19.995_18.924	19.995	18.924	L176	tumor	T0
E2_17.885_18.926	17.885	18.926	L177	tumor	T0
E2_26.953_18.923	26.953000000000003	18.923	L178	tumor	T0
E2_15.918_18.915	15.918	18.915	L179	tumor	T0
E2_25.921_18.925	25.921	18.925	L180	tumor	T0
E2_16.89_18.927	16.89	18.927	L181	tumor	T0
E2_23.984_18.937	23.984	18.937	L182	tumor	T0
E2_18.925_18.939	18.925	18.939	L183	tumor	T0
E2_20.921_18.943	20.921	18.942999999999998	L184	tumor	T0
E2_22.987_18.944	22.987	18.944000000000003	L185	tumor	T0
E2_6.903_18.941	6.903	18.941	L186	tumor	T0
E2_14.936_18.951	14.936	18.951	L187	tumor	T0
E2_24.965_18.948	24.965	18.948	L188	tumor	T0
E2_5.897_18.972	5.897	18.972	L189	tumor	T0
E2_12.95_19.81	12.95	19.81	L190	tumor	T0
E2_21.931_19.911	21.930999999999997	19.910999999999998	L191	tumor	T0
E2_10.801_19.92	10.800999999999998	19.92	L192	tumor	T0
E2_19.988_19.92	19.988	19.92	L193	tumor	T0
E2_20.916_19.92	20.916	19.92	L194	tumor	T0
E2_18.932_19.924	18.932000000000002	19.924	L195	tumor	T0
E2_26.959_19.908	26.959	19.908	L196	tumor	T0
E2_27.919_19.908	27.919	19.908	L197	tumor	T0
E2_15.962_19.934	15.962	19.934	L198	tumor	T0
E2_23.033_19.935	23.033	19.935	L199	tumor	T0
E2_25.935_19.924	25.935	19.924	L200	tumor	T0
E2_24.952_19.926	24.951999999999998	19.926	L201	tumor	T0
E2_11.954_19.955	11.954	19.955	L202	tumor	T0
E2_14.012_19.95	14.012	19.95	L203	tumor	T0
E2_16.905_19.94	16.905	19.94	L204	tumor	T0
E2_23.983_19.959	23.983	19.959	L205	tumor	T0
E2_17.911_19.955	17.910999999999998	19.955	L206	tumor	T0
E2_7.921_19.96	7.921	19.96	L207	tumor	T0
E2_9.893_19.964	9.892999999999999	19.964000000000002	L208	tumor	T0
E2_14.897_19.966	14.897	19.965999999999998	L209	tumor	T0
E2_5.9_19.984	5.9	19.984	L210	tumor	T0
E2_6.89_19.974	6.89	19.974	L211	tumor	T0
E2_8.991_19.995	8.991	19.995	L212	tumor	T0
E2_21.922_20.915	21.921999999999997	20.915	L213	tumor	T0
E2_10.924_20.933	10.924000000000001	20.933000000000003	L214	tumor	T0
E2_13.951_20.915	13.950999999999999	20.915	L215	tumor	T0
E2_20.92_20.926	20.92	20.926	L216	tumor	T0
E2_27.931_20.913	27.930999999999997	20.913	L217	tumor	T0
E2_24.945_20.923	24.945	20.923000000000002	L218	tumor	T0
E2_18.929_20.936	18.929000000000002	20.936	L219	tumor	T0
E2_19.993_20.939	19.993	20.939	L220	tumor	T0
E2_15.946_20.936	15.946	20.936	L221	tumor	T0
E2_25.926_20.921	25.926	20.921	L222	tumor	T0
E2_26.974_20.92	26.974	20.92	L223	tumor	T0
E2_12.024_20.953	12.024000000000001	20.953000000000003	L224	tumor	T0
E2_14.916_20.948	14.915999999999999	20.948	L225	tumor	T0
E2_5.884_20.957	5.8839999999999995	20.956999999999997	L226	tumor	T0
E2_23.997_20.958	23.997	20.958000000000002	L227	tumor	T0
E2_16.908_20.952	16.908	20.951999999999998	L228	tumor	T0
E2_17.918_20.963	17.918	20.963	L229	tumor	T0
E2_8.992_20.96	8.992	20.96	L230	tumor	T0
E2_23.024_20.964	23.024	20.964000000000002	L231	tumor	T0
E2_7.912_20.964	7.912000000000001	20.964000000000002	L232	tumor	T0
E2_9.902_20.983	9.902000000000001	20.983	L233	tumor	T0
E2_12.966_20.987	12.966	20.987	L234	tumor	T0
E2_6.889_20.995	6.888999999999999	20.995	L235	tumor	T0
E2_21.954_21.898	21.954	21.898000000000003	L236	tumor	T0
E2_27.918_21.916	27.918000000000003	21.916	L237	tumor	T0
E2_10.936_21.944	10.936	21.944000000000003	L238	tumor	T0
E2_16.909_21.919	16.909000000000002	21.919	L239	tumor	T0
E2_26.944_21.909	26.944000000000003	21.909000000000002	L240	tumor	T0
E2_17.906_21.934	17.906	21.934	L241	tumor	T0
E2_18.913_21.932	18.913	21.932	L242	tumor	T0
E2_20.931_21.942	20.930999999999997	21.941999999999997	L243	tumor	T0
E2_25.927_21.928	25.927	21.928	L244	tumor	T0
E2_6.874_21.943	6.874	21.943	L245	tumor	T0
E2_24.975_21.94	24.975	21.94	L246	tumor	T0
E2_15.935_21.942	15.935	21.941999999999997	L247	tumor	T0
E2_20.006_21.939	20.006	21.939	L248	tumor	T0
E2_13.943_21.949	13.943	21.949	L249	tumor	T0
E2_11.993_21.972	11.993	21.971999999999998	L250	tumor	T0
E2_23.01_21.959	23.01	21.959	L251	tumor	T0
E2_5.91_21.964	5.91	21.964000000000002	L252	tumor	T0
E2_14.91_21.956	14.91	21.956	L253	tumor	T0
E2_8.972_21.964	8.972000000000001	21.964000000000002	L254	tumor	T0
E2_12.994_21.984	12.994000000000002	21.984	L255	tumor	T0
E2_9.911_22.005	9.911	22.005	L256	tumor	T0
E2_7.974_22.016	7.974	22.016	L257	tumor	T0
E2_21.931_22.91	21.930999999999997	22.91	L258	tumor	T0
E2_10.935_22.926	10.935	22.926	L259	tumor	T0
E2_26.952_22.903	26.951999999999998	22.903000000000002	L260	tumor	T0
E2_19.995_22.925	19.995	22.925	L261	tumor	T0
E2_17.904_22.933	17.904	22.933000000000003	L262	tumor	T0
E2_15.923_22.936	15.923	22.936	L263	tumor	T0
E2_23_22.95	23.0	22.95	L264	tumor	T0
E2_24.955_22.928	24.955	22.928	L265	tumor	T0
E2_9.913_22.959	9.913	22.959	L266	tumor	T0
E2_16.925_22.936	16.925	22.936	L267	tumor	T0
E2_18.938_22.944	18.938	22.944000000000003	L268	tumor	T0
E2_20.915_22.95	20.915	22.95	L269	tumor	T0
E2_25.912_22.939	25.912	22.939	L270	tumor	T0
E2_27.923_22.941	27.923000000000002	22.941	L271	tumor	T0
E2_23.994_22.942	23.994	22.941999999999997	L272	tumor	T0
E2_14.911_22.951	14.911	22.951	L273	tumor	T0
E2_5.901_22.964	5.901	22.964000000000002	L274	tumor	T0
E2_7.905_22.962	7.905	22.962	L275	tumor	T0
E2_8.992_22.957	8.992	22.956999999999997	L276	tumor	T0
E2_12.023_22.989	12.023	22.989	L277	tumor	T0
E2_6.888_22.98	6.888	22.98	L278	tumor	T0
E2_13.941_22.988	13.940999999999999	22.988000000000003	L279	tumor	T0
E2_12.999_22.992	12.999	22.991999999999997	L280	tumor	T0
E2_10.918_23.933	10.918	23.933000000000003	L281	tumor	T0
E2_21.979_23.951	21.979	23.951	L282	tumor	T0
E2_27.907_23.924	27.906999999999996	23.924	L283	tumor	T0
E2_28.926_23.928	28.926	23.928	L284	tumor	T0
E2_26.959_23.924	26.959	23.924	L285	tumor	T0
E2_20.006_23.935	20.006	23.935	L286	tumor	T0
E2_17.931_23.954	17.930999999999997	23.954	L287	tumor	T0
E2_25.908_23.94	25.908	23.94	L288	tumor	T0
E2_15.938_23.957	15.937999999999999	23.956999999999997	L289	tumor	T0
E2_24.008_23.958	24.008000000000003	23.958000000000002	L290	tumor	T0
E2_24.953_23.954	24.953000000000003	23.954	L291	tumor	T0
E2_16.899_23.956	16.899	23.956	L292	tumor	T0
E2_20.913_23.96	20.913	23.96	L293	tumor	T0
E2_5.937_23.972	5.937	23.971999999999998	L294	tumor	T0
E2_8.985_23.974	8.985	23.974	L295	tumor	T0
E2_9.914_23.983	9.914	23.983	L296	tumor	T0
E2_18.904_23.984	18.904	23.984	L297	tumor	T0
E2_12.973_23.985	12.972999999999999	23.985	L298	tumor	T0
E2_23.028_23.988	23.028000000000002	23.988000000000003	L299	tumor	T0
E2_7.898_23.986	7.898	23.986	L300	tumor	T0
E2_13.971_23.987	13.970999999999998	23.987	L301	tumor	T0
E2_14.914_23.986	14.914000000000001	23.986	L302	tumor	T0
E2_6.902_23.999	6.902	23.999000000000002	L303	tumor	T0
E2_12.024_24.007	12.024000000000001	24.006999999999998	L304	tumor	T0
E2_21.955_24.901	21.955	24.901	L305	tumor	T0
E2_10.895_24.949	10.895	24.949	L306	tumor	T0
E2_27.918_24.93	27.918000000000003	24.93	L307	tumor	T0
E2_26.939_24.93	26.939	24.93	L308	tumor	T0
E2_28.934_24.941	28.934	24.941	L309	tumor	T0
E2_20.006_24.944	20.006	24.944000000000003	L310	tumor	T0
E2_18.937_24.951	18.937	24.951	L311	tumor	T0
E2_25.947_24.947	25.947	24.947	L312	tumor	T0
E2_15.947_24.948	15.947000000000001	24.948	L313	tumor	T0
E2_16.918_24.94	16.918	24.94	L314	tumor	T0
E2_24.969_24.952	24.969	24.951999999999998	L315	tumor	T0
E2_9_24.953	9.0	24.953000000000003	L316	tumor	T0
E2_14.904_24.951	14.904000000000002	24.951	L317	tumor	T0
E2_23.031_24.97	23.031	24.97	L318	tumor	T0
E2_5.909_24.972	5.909	24.971999999999998	L319	tumor	T0
E2_6.879_24.966	6.879	24.965999999999998	L320	tumor	T0
E2_23.996_24.98	23.996	24.98	L321	tumor	T0
E2_13.957_24.971	13.957	24.971	L322	tumor	T0
E2_17.926_24.973	17.926	24.973000000000003	L323	tumor	T0
E2_20.958_24.978	20.958000000000002	24.978	L324	tumor	T0
E2_12.043_24.992	12.043	24.991999999999997	L325	tumor	T0
E2_9.906_24.993	9.906	24.993000000000002	L326	tumor	T0
E2_7.915_24.985	7.915	24.985	L327	tumor	T0
E2_13.014_24.996	13.014000000000001	24.996	L328	tumor	T0
E2_10.938_25.939	10.937999999999999	25.939	L329	tumor	T0
E2_27.914_25.94	27.914	25.94	L330	tumor	T0
E2_21.895_25.936	21.895	25.936	L331	tumor	T0
E2_15.958_25.95	15.958	25.95	L332	tumor	T0
E2_23.03_25.958	23.03	25.958000000000002	L333	tumor	T0
E2_9.887_25.966	9.887	25.965999999999998	L334	tumor	T0
E2_18.934_25.957	18.934	25.956999999999997	L335	tumor	T0
E2_20.937_25.957	20.936999999999998	25.956999999999997	L336	tumor	T0
E2_26.971_25.946	26.971	25.945999999999998	L337	tumor	T0
E2_6.904_25.971	6.904	25.971	L338	tumor	T0
E2_13.937_25.975	13.937000000000001	25.975	L339	tumor	T0
E2_17.9_25.973	17.9	25.973000000000003	L340	tumor	T0
E2_24.976_25.956	24.976	25.956	L341	tumor	T0
E2_7.916_25.979	7.916	25.979	L342	tumor	T0
E2_16.92_25.954	16.92	25.954	L343	tumor	T0
E2_20.018_25.972	20.018	25.971999999999998	L344	tumor	T0
E2_28.939_25.973	28.939	25.973000000000003	L345	tumor	T0
E2_9_25.981	9.0	25.980999999999998	L346	tumor	T0
E2_12.991_25.996	12.991	25.996	L347	tumor	T0
E2_14.908_25.982	14.908	25.982	L348	tumor	T0
E2_12.025_26.005	12.025	26.005	L349	tumor	T0
E2_24.017_25.997	24.017	25.997	L350	tumor	T0
E2_25.944_25.976	25.944000000000003	25.976	L351	tumor	T0
E2_10.941_26.948	10.940999999999999	26.948	L352	tumor	T0
E2_25.973_26.921	25.973000000000003	26.921	L353	tumor	T0
E2_21.948_26.943	21.948	26.943	L354	tumor	T0
E2_26.975_26.93	26.975	26.93	L355	tumor	T0
E2_27.901_26.932	27.901	26.932	L356	tumor	T0
E2_28.913_26.946	28.913	26.945999999999998	L357	tumor	T0
E2_16.889_26.953	16.889	26.953000000000003	L358	tumor	T0
E2_19.991_26.959	19.991	26.959	L359	tumor	T0
E2_8.985_26.957	8.985	26.956999999999997	L360	tumor	T0
E2_18.925_26.961	18.925	26.961	L361	tumor	T0
E2_23.01_26.969	23.01	26.969	L362	tumor	T0
E2_15.945_26.964	15.945	26.964000000000002	L363	tumor	T0
E2_20.936_26.989	20.936	26.989	L364	tumor	T0
E2_17.911_26.975	17.910999999999998	26.975	L365	tumor	T0
E2_9.887_26.988	9.887	26.988000000000003	L366	tumor	T0
E2_23.995_26.979	23.995	26.979	L367	tumor	T0
E2_24.961_26.97	24.961	26.97	L368	tumor	T0
E2_12.023_27.005	12.023	27.005	L369	tumor	T0
E2_6.899_27	6.899	27.0	L370	tumor	T0
E2_14.917_27.012	14.917	27.011999999999997	L371	tumor	T0
E2_7.908_27.007	7.9079999999999995	27.006999999999998	L372	tumor	T0
E2_13.974_27.004	13.974	27.004	L373	tumor	T0
E2_12.969_27.028	12.969000000000001	27.028000000000002	L374	tumor	T0
E2_10.948_27.938	10.948	27.938000000000002	L375	tumor	T0
E2_27.949_27.945	27.949	27.945	L376	tumor	T0
E2_26.95_27.936	26.95	27.936	L377	tumor	T0
E2_28.929_27.947	28.929000000000002	27.947	L378	tumor	T0
E2_21.965_27.972	21.965	27.971999999999998	L379	tumor	T0
E2_25.938_27.96	25.938000000000002	27.96	L380	tumor	T0
E2_15.949_27.978	15.949000000000002	27.978	L381	tumor	T0
E2_19.99_27.966	19.99	27.965999999999998	L382	tumor	T0
E2_18.928_27.967	18.928	27.967	L383	tumor	T0
E2_24.96_27.964	24.96	27.964000000000002	L384	tumor	T0
E2_8.982_27.981	8.982000000000001	27.980999999999998	L385	tumor	T0
E2_20.925_27.997	20.925	27.997	L386	tumor	T0
E2_24.004_27.994	24.004	27.994	L387	tumor	T0
E2_23.037_27.997	23.037	27.997	L388	tumor	T0
E2_6.894_27.99	6.894	27.99	L389	tumor	T0
E2_17.926_27.99	17.926	27.99	L390	tumor	T0
E2_11.973_28.04	11.972999999999999	28.04	L391	tumor	T0
E2_9.907_28.014	9.907	28.014	L392	tumor	T0
E2_13.959_28.006	13.959000000000001	28.006	L393	tumor	T0
E2_16.925_27.993	16.925	27.993000000000002	L394	tumor	T0
E2_7.915_28.006	7.915	28.006	L395	tumor	T0
E2_14.921_28.022	14.921	28.022	L396	tumor	T0
E2_12.988_28.029	12.988	28.029	L397	tumor	T0
E2_26.939_28.933	26.939	28.933000000000003	L398	tumor	T0
E2_24.954_28.95	24.954	28.95	L399	tumor	T0
E2_27.918_28.96	27.918000000000003	28.96	L400	tumor	T0
E2_25.936_28.954	25.936	28.954	L401	tumor	T0
E2_24.052_28.985	24.052	28.985	L402	tumor	T0
E2_28.946_28.986	28.945999999999998	28.986	L403	tumor	T0
