xcoord	xcoord	ycoord	lab	tumor	tumor_id
E1_7.908_19.988	7.9079999999999995	19.988	L133	tumor	T0
E1_6.849_19.999	6.849	19.999000000000002	L134	tumor	T0
E1_12.976_20.007	12.975999999999999	20.007	L135	tumor	T0
E1_21.954_20.914	21.954	20.914	L136	tumor	T0
E1_20.048_20.908	20.048	20.908	L137	tumor	T0
E1_27.958_20.908	27.958000000000002	20.908	L138	tumor	T0
E1_20.958_20.922	20.958000000000002	20.921999999999997	L139	tumor	T0
E1_10.948_20.944	10.948	20.944000000000003	L140	tumor	T0
E1_18.974_20.929	18.974	20.929000000000002	L141	tumor	T0
E1_13.969_20.937	13.969000000000001	20.936999999999998	L142	tumor	T0
E1_17.981_20.93	17.980999999999998	20.93	L143	tumor	T0
E1_9.913_20.946	9.913	20.945999999999998	L144	tumor	T0
E1_27.04_20.924	27.04	20.924	L145	tumor	T0
E1_12.986_20.948	12.985999999999999	20.948	L146	tumor	T0
E1_25.033_20.936	25.033	20.936	L147	tumor	T0
E1_15.972_20.955	15.972000000000001	20.955	L148	tumor	T0
E1_14.96_20.963	14.96	20.963	L149	tumor	T0
E1_16.95_20.961	16.95	20.961	L150	tumor	T0
E1_25.987_20.948	25.987	20.948	L151	tumor	T0
E1_23.12_20.989	23.12	20.989	L152	tumor	T0
E1_24.058_20.972	24.058000000000003	20.971999999999998	L153	tumor	T0
E1_7.914_20.987	7.914	20.987	L154	tumor	T0
E1_12.048_21.011	12.048	21.011	L155	tumor	T0
E1_6.897_21.002	6.897	21.002	L156	tumor	T0
E1_8.948_21.089	8.948	21.089000000000002	L157	tumor	T0
E1_22.009_21.907	22.009	21.906999999999996	L158	tumor	T0
E1_10.945_21.948	10.945	21.948	L159	tumor	T0
E1_11.981_21.958	11.981	21.958000000000002	L160	tumor	T0
E1_18.961_21.93	18.961	21.93	L161	tumor	T0
E1_27.981_21.911	27.980999999999998	21.910999999999998	L162	tumor	T0
E1_15.94_21.933	15.94	21.933000000000003	L163	tumor	T0
E1_20.043_21.927	20.043	21.927	L164	tumor	T0
E1_17.938_21.944	17.938	21.944000000000003	L165	tumor	T0
E1_16.934_21.947	16.934	21.947	L166	tumor	T0
E1_20.976_21.95	20.976	21.95	L167	tumor	T0
E1_27.029_21.924	27.029	21.924	L168	tumor	T0
E1_25.041_21.939	25.041	21.939	L169	tumor	T0
E1_9.92_21.971	9.92	21.971	L170	tumor	T0
E1_25.947_21.952	25.947	21.951999999999998	L171	tumor	T0
E1_7.902_21.969	7.902	21.969	L172	tumor	T0
E1_6.898_21.97	6.898	21.97	L173	tumor	T0
E1_8.961_21.974	8.961	21.974	L174	tumor	T0
E1_13.937_21.993	13.937000000000001	21.993000000000002	L175	tumor	T0
E1_23.073_22.02	23.073	22.02	L176	tumor	T0
E1_14.99_22.001	14.99	22.000999999999998	L177	tumor	T0
E1_12.989_22.035	12.989	22.035	L178	tumor	T0
E1_24.059_22.913	24.059	22.913	L179	tumor	T0
E1_21.974_22.921	21.974	22.921	L180	tumor	T0
E1_26.974_22.906	26.974	22.906	L181	tumor	T0
E1_20.042_22.921	20.042	22.921	L182	tumor	T0
E1_28_22.916	28.0	22.916	L183	tumor	T0
E1_20.953_22.93	20.953000000000003	22.93	L184	tumor	T0
E1_10.941_22.96	10.940999999999999	22.96	L185	tumor	T0
E1_25.98_22.925	25.98	22.925	L186	tumor	T0
E1_25.032_22.935	25.031999999999996	22.935	L187	tumor	T0
E1_18.944_22.944	18.944000000000003	22.944000000000003	L188	tumor	T0
E1_15.957_22.944	15.957	22.944000000000003	L189	tumor	T0
E1_17.929_22.952	17.929000000000002	22.951999999999998	L190	tumor	T0
E1_16.947_22.95	16.947	22.95	L191	tumor	T0
E1_7.897_22.985	7.897	22.985	L192	tumor	T0
E1_8.962_22.98	8.962	22.98	L193	tumor	T0
E1_14.938_22.976	14.937999999999999	22.976	L194	tumor	T0
E1_23.102_22.998	23.101999999999997	22.998	L195	tumor	T0
E1_12.032_23.015	12.032	23.015	L196	tumor	T0
E1_13.923_22.996	13.923	22.996	L197	tumor	T0
E1_9.906_23.013	9.906	23.013	L198	tumor	T0
E1_6.878_23.003	6.877999999999999	23.003	L199	tumor	T0
E1_13.029_23.007	13.029000000000002	23.006999999999998	L200	tumor	T0
E1_21.987_23.92	21.987	23.92	L201	tumor	T0
E1_20.967_23.945	20.967	23.945	L202	tumor	T0
E1_27.039_23.944	27.039	23.944000000000003	L203	tumor	T0
E1_27.994_23.948	27.994	23.948	L204	tumor	T0
E1_25.996_23.946	25.996	23.945999999999998	L205	tumor	T0
E1_10.959_23.969	10.959000000000001	23.969	L206	tumor	T0
E1_8.975_23.965	8.975	23.965	L207	tumor	T0
E1_17.93_23.957	17.93	23.956999999999997	L208	tumor	T0
E1_9.903_23.981	9.902999999999999	23.980999999999998	L209	tumor	T0
E1_20.05_23.958	20.05	23.958000000000002	L210	tumor	T0
E1_14.939_23.973	14.939	23.973000000000003	L211	tumor	T0
E1_18.967_23.97	18.967	23.97	L212	tumor	T0
E1_15.986_23.973	15.985999999999999	23.973000000000003	L213	tumor	T0
E1_16.963_23.976	16.963	23.976	L214	tumor	T0
E1_24.975_24.002	24.975	24.002	L215	tumor	T0
E1_6.887_23.994	6.8870000000000005	23.994	L216	tumor	T0
E1_23.091_24.008	23.090999999999998	24.008000000000003	L217	tumor	T0
E1_13.011_23.999	13.011	23.999000000000002	L218	tumor	T0
E1_7.904_24.005	7.904	24.005	L219	tumor	T0
E1_13.966_24.01	13.966	24.01	L220	tumor	T0
E1_12.044_24.018	12.044	24.018	L221	tumor	T0
E1_24.086_24.008	24.086	24.008000000000003	L222	tumor	T0
E1_28.984_24.913	28.984	24.913	L223	tumor	T0
E1_21.984_24.932	21.984	24.932	L224	tumor	T0
E1_27_24.914	27.0	24.914	L225	tumor	T0
E1_27.985_24.911	27.985	24.910999999999998	L226	tumor	T0
E1_10.936_24.957	10.936	24.956999999999997	L227	tumor	T0
E1_14.082_24.941	14.082	24.941	L228	tumor	T0
E1_26.004_24.944	26.004	24.944000000000003	L229	tumor	T0
E1_8.965_24.969	8.965	24.969	L230	tumor	T0
E1_15.958_24.947	15.958	24.947	L231	tumor	T0
E1_20.08_24.956	20.08	24.956	L232	tumor	T0
E1_7.916_24.957	7.916	24.956999999999997	L233	tumor	T0
E1_23.091_24.98	23.090999999999998	24.98	L234	tumor	T0
E1_18.984_24.962	18.984	24.962	L235	tumor	T0
E1_25.051_24.967	25.051	24.967	L236	tumor	T0
E1_9.91_24.976	9.91	24.976	L237	tumor	T0
E1_6.914_24.98	6.914	24.98	L238	tumor	T0
E1_20.954_24.978	20.954	24.978	L239	tumor	T0
E1_24.065_24.973	24.065	24.973000000000003	L240	tumor	T0
E1_14.913_24.984	14.913	24.984	L241	tumor	T0
E1_16.985_24.976	16.985	24.976	L242	tumor	T0
E1_13.013_25.001	13.013	25.000999999999998	L243	tumor	T0
E1_12.057_25.035	12.057	25.035	L244	tumor	T0
E1_17.912_25.03	17.912	25.03	L245	tumor	T0
E1_16.966_25.904	16.965999999999998	25.904	L246	tumor	T0
E1_21.956_25.935	21.956	25.935	L247	tumor	T0
E1_20.958_25.949	20.958000000000002	25.949	L248	tumor	T0
E1_10.936_25.965	10.936	25.965	L249	tumor	T0
E1_17.92_25.944	17.92	25.944000000000003	L250	tumor	T0
E1_27.993_25.941	27.993000000000002	25.941	L251	tumor	T0
E1_15.97_25.96	15.97	25.96	L252	tumor	T0
E1_28.964_25.966	28.964000000000002	25.965999999999998	L253	tumor	T0
E1_20.049_25.956	20.049	25.956	L254	tumor	T0
E1_26.985_25.952	26.985	25.951999999999998	L255	tumor	T0
E1_18.92_25.98	18.92	25.98	L256	tumor	T0
E1_25.991_25.961	25.991	25.961	L257	tumor	T0
E1_25.058_25.967	25.058000000000003	25.967	L258	tumor	T0
E1_8.981_25.984	8.981	25.984	L259	tumor	T0
E1_9.902_26	9.902000000000001	26.0	L260	tumor	T0
E1_23.133_26.007	23.133000000000003	26.006999999999998	L261	tumor	T0
E1_24.087_25.995	24.087	25.995	L262	tumor	T0
E1_12.012_26.031	12.012	26.031	L263	tumor	T0
E1_6.887_26.016	6.8870000000000005	26.016	L264	tumor	T0
E1_7.901_26.013	7.901	26.013	L265	tumor	T0
E1_12.999_26.029	12.999	26.029	L266	tumor	T0
E1_14.896_26.047	14.895999999999999	26.046999999999997	L267	tumor	T0
E1_13.993_26.057	13.993	26.057	L268	tumor	T0
E1_21.959_26.92	21.959	26.92	L269	tumor	T0
E1_17.833_26.932	17.833	26.932	L270	tumor	T0
E1_28.956_26.936	28.956	26.936	L271	tumor	T0
E1_20.029_26.957	20.029	26.956999999999997	L272	tumor	T0
E1_27.004_26.944	27.004	26.944000000000003	L273	tumor	T0
E1_27.948_26.95	27.948	26.95	L274	tumor	T0
E1_10.897_26.978	10.897	26.978	L275	tumor	T0
E1_18.921_26.979	18.921	26.979	L276	tumor	T0
E1_20.938_26.981	20.938000000000002	26.980999999999998	L277	tumor	T0
E1_8.955_26.987	8.955	26.987	L278	tumor	T0
E1_25.966_26.964	25.965999999999998	26.964000000000002	L279	tumor	T0
E1_16.89_26.996	16.89	26.996	L280	tumor	T0
E1_24.994_26.981	24.994	26.980999999999998	L281	tumor	T0
E1_7.886_27.002	7.886	27.002	L282	tumor	T0
E1_14.916_27.023	14.915999999999999	27.023000000000003	L283	tumor	T0
E1_24.021_26.998	24.021	26.998	L284	tumor	T0
E1_6.87_27.003	6.87	27.003	L285	tumor	T0
E1_9.885_27.01	9.885	27.01	L286	tumor	T0
E1_23.061_27.014	23.061	27.014	L287	tumor	T0
E1_12.018_27.036	12.017999999999999	27.035999999999998	L288	tumor	T0
E1_13.945_27.029	13.945	27.029	L289	tumor	T0
E1_15.909_27.032	15.909	27.031999999999996	L290	tumor	T0
E1_12.976_27.041	12.975999999999999	27.041	L291	tumor	T0
E1_21.947_27.945	21.947	27.945	L292	tumor	T0
E1_10.922_27.957	10.922	27.956999999999997	L293	tumor	T0
E1_13.911_27.98	13.911	27.98	L294	tumor	T0
E1_25.971_27.98	25.971	27.98	L295	tumor	T0
E1_27.973_27.984	27.973000000000003	27.984	L296	tumor	T0
E1_16.833_27.969	16.833	27.969	L297	tumor	T0
E1_25.008_27.974	25.008000000000003	27.974	L298	tumor	T0
E1_9.902_27.997	9.902000000000001	27.997	L299	tumor	T0
E1_26.996_27.976	26.996	27.976	L300	tumor	T0
E1_8.97_27.989	8.97	27.989	L301	tumor	T0
E1_28.982_27.984	28.982	27.984	L302	tumor	T0
E1_20.048_27.997	20.048	27.997	L303	tumor	T0
E1_17.934_28	17.934	28.0	L304	tumor	T0
E1_20.932_28.011	20.932	28.011	L305	tumor	T0
E1_15.973_28.008	15.972999999999999	28.008000000000003	L306	tumor	T0
E1_18.941_28.007	18.941	28.006999999999998	L307	tumor	T0
E1_11.993_28.041	11.993	28.041	L308	tumor	T0
E1_6.897_28.014	6.897	28.014	L309	tumor	T0
E1_7.892_28.016	7.892	28.016	L310	tumor	T0
E1_23.058_28.032	23.058000000000003	28.031999999999996	L311	tumor	T0
E1_24.021_28.025	24.021	28.025	L312	tumor	T0
E1_14.89_28.027	14.89	28.026999999999997	L313	tumor	T0
E1_12.985_28.054	12.985	28.054000000000002	L314	tumor	T0
E1_21.968_28.954	21.968000000000004	28.954	L315	tumor	T0
E1_10.947_28.942	10.947000000000001	28.941999999999997	L316	tumor	T0
E1_26.993_28.961	26.993000000000002	28.961	L317	tumor	T0
E1_28.982_28.978	28.982	28.978	L318	tumor	T0
E1_28.005_28.969	28.005	28.969	L319	tumor	T0
E1_9.86_28.984	9.86	28.984	L320	tumor	T0
E1_20.952_28.995	20.951999999999998	28.995	L321	tumor	T0
E1_16.779_28.992	16.779	28.991999999999997	L322	tumor	T0
E1_18.928_28.994	18.928	28.994	L323	tumor	T0
E1_25.018_28.999	25.018	28.999000000000002	L324	tumor	T0
E1_25.984_29.007	25.984	29.006999999999998	L325	tumor	T0
E1_8.978_29.011	8.978	29.011	L326	tumor	T0
E1_15.987_29.004	15.987	29.004	L327	tumor	T0
E1_12.013_29.039	12.013	29.039	L328	tumor	T0
E1_23.075_29.031	23.075	29.031	L329	tumor	T0
E1_17.951_29.017	17.951	29.017	L330	tumor	T0
E1_20.035_29.014	20.035	29.014	L331	tumor	T0
E1_7.923_29.029	7.922999999999999	29.029	L332	tumor	T0
E1_14.897_29.034	14.897	29.034000000000002	L333	tumor	T0
E1_6.885_29.033	6.885	29.033	L334	tumor	T0
E1_24.05_29.039	24.05	29.039	L335	tumor	T0
E1_13.978_29.04	13.978	29.04	L336	tumor	T0
E1_12.933_29.119	12.933	29.119	L337	tumor	T0
E1_21.972_29.972	21.971999999999998	29.971999999999998	L338	tumor	T0
E1_20.942_29.974	20.941999999999997	29.974	L339	tumor	T0
E1_20.032_29.975	20.032	29.975	L340	tumor	T0
E1_10.939_30.018	10.939	30.018	L341	tumor	T0
E1_25.952_29.978	25.951999999999998	29.978	L342	tumor	T0
E1_27.978_29.994	27.978	29.994	L343	tumor	T0
E1_18.956_29.998	18.956	29.998	L344	tumor	T0
E1_27.001_29.986	27.000999999999998	29.986	L345	tumor	T0
E1_28.988_29.994	28.988000000000003	29.994	L346	tumor	T0
E1_15.914_30.021	15.914000000000001	30.021	L347	tumor	T0
E1_12.022_30.06	12.022	30.06	L348	tumor	T0
E1_17.928_30.014	17.928	30.014	L349	tumor	T0
E1_8.964_30.018	8.964	30.018	L350	tumor	T0
E1_14.932_30.013	14.932	30.013	L351	tumor	T0
E1_25.021_30.012	25.021	30.011999999999997	L352	tumor	T0
E1_7.907_30.024	7.907	30.024	L353	tumor	T0
E1_6.888_30.054	6.888	30.054000000000002	L354	tumor	T0
E1_9.917_30.039	9.917	30.039	L355	tumor	T0
E1_13.934_30.042	13.934000000000001	30.041999999999998	L356	tumor	T0
E1_24.053_30.047	24.053	30.046999999999997	L357	tumor	T0
E1_12.961_30.054	12.960999999999999	30.054000000000002	L358	tumor	T0
E1_17.019_30.071	17.019000000000002	30.070999999999998	L359	tumor	T0
E1_23.101_30.076	23.101	30.076	L360	tumor	T0
E1_10.933_30.981	10.933	30.980999999999998	L361	tumor	T0
E1_27.006_30.998	27.006	30.998	L362	tumor	T0
E1_22.004_31.046	22.004	31.046	L363	tumor	T0
E1_27.998_30.993	27.998	30.993000000000002	L364	tumor	T0
E1_20.04_30.986	20.04	30.986	L365	tumor	T0
E1_25.01_31.001	25.01	31.000999999999998	L366	tumor	T0
E1_29.001_30.991	29.000999999999998	30.991	L367	tumor	T0
E1_14.946_31.009	14.946	31.009	L368	tumor	T0
E1_15.955_31.009	15.955	31.009	L369	tumor	T0
E1_18.922_31.052	18.922	31.052	L370	tumor	T0
E1_7.921_31.034	7.921	31.034000000000002	L371	tumor	T0
E1_16.954_31.018	16.954	31.018	L372	tumor	T0
E1_20.966_31.039	20.965999999999998	31.039	L373	tumor	T0
E1_8.953_31.034	8.953	31.034000000000002	L374	tumor	T0
E1_6.88_31.034	6.88	31.034000000000002	L375	tumor	T0
E1_25.962_31.019	25.962	31.019000000000002	L376	tumor	T0
E1_24.028_31.027	24.028000000000002	31.026999999999997	L377	tumor	T0
E1_9.92_31.058	9.92	31.058000000000003	L378	tumor	T0
E1_17.926_31.036	17.926	31.035999999999998	L379	tumor	T0
E1_12.98_31.061	12.98	31.061	L380	tumor	T0
E1_13.931_31.047	13.931	31.046999999999997	L381	tumor	T0
E1_23.043_31.081	23.043000000000003	31.081	L382	tumor	T0
E1_11.997_31.073	11.997	31.073	L383	tumor	T0
E1_22.002_31.908	22.002	31.908	L384	tumor	T0
E1_10.936_32.018	10.936	32.018	L385	tumor	T0
E1_20.023_32.016	20.023	32.016	L386	tumor	T0
E1_25.018_32.031	25.018	32.031	L387	tumor	T0
E1_28.981_32.002	28.980999999999998	32.001999999999995	L388	tumor	T0
E1_20.983_32.029	20.983	32.029	L389	tumor	T0
E1_27.963_32.009	27.963	32.009	L390	tumor	T0
E1_14.807_32.021	14.807	32.021	L391	tumor	T0
E1_18.97_32.03	18.97	32.03	L392	tumor	T0
E1_27.014_32.006	27.014	32.006	L393	tumor	T0
E1_17.936_32.037	17.936	32.037	L394	tumor	T0
E1_25.971_32.011	25.971	32.010999999999996	L395	tumor	T0
E1_16.916_32.021	16.916	32.021	L396	tumor	T0
E1_23.041_32.04	23.041	32.04	L397	tumor	T0
E1_9.896_32.055	9.896	32.055	L398	tumor	T0
E1_24.051_32.051	24.051	32.051	L399	tumor	T0
E1_9_32.055	9.0	32.055	L400	tumor	T0
E1_13.963_32.079	13.963	32.079	L401	tumor	T0
E1_16.026_32.072	16.026	32.071999999999996	L402	tumor	T0
E1_7.926_32.068	7.926	32.068000000000005	L403	tumor	T0
E1_12.031_32.11	12.030999999999999	32.11	L404	tumor	T0
E1_13.017_32.102	13.017000000000001	32.102	L405	tumor	T0
E1_18.031_32.955	18.031	32.955	L406	tumor	T0
E1_21.972_32.98	21.971999999999998	32.98	L407	tumor	T0
E1_28.999_33.003	28.999000000000002	33.003	L408	tumor	T0
E1_20.036_33.001	20.035999999999998	33.001	L409	tumor	T0
E1_27.025_33.002	27.025	33.001999999999995	L410	tumor	T0
E1_18.968_33.01	18.968	33.01	L411	tumor	T0
E1_27.958_33.005	27.958000000000002	33.005	L412	tumor	T0
E1_20.95_33.017	20.95	33.016999999999996	L413	tumor	T0
E1_25.962_33.017	25.962	33.016999999999996	L414	tumor	T0
E1_25.031_33.039	25.031	33.039	L415	tumor	T0
E1_16.929_33.05	16.929000000000002	33.05	L416	tumor	T0
E1_15.988_33.059	15.988	33.059	L417	tumor	T0
E1_24.079_33.055	24.079	33.055	L418	tumor	T0
E1_28.983_33.998	28.983	33.998000000000005	L419	tumor	T0
E1_27.021_34.026	27.021	34.025999999999996	L420	tumor	T0
E1_28.013_34.021	28.013	34.021	L421	tumor	T0
