xcoord	xcoord	ycoord	lab	tumor	tumor_id
D2_8.967_24.03	8.967	24.03	L224	tumor	T0
D2_7.905_24.029	7.905	24.029	L225	tumor	T0
D2_4.915_24.046	4.915	24.046	L226	tumor	T0
D2_14.974_24.035	14.974	24.035	L227	tumor	T0
D2_5.894_24.042	5.894	24.041999999999998	L228	tumor	T0
D2_13.976_24.052	13.975999999999999	24.052	L229	tumor	T0
D2_21.942_24.949	21.941999999999997	24.949	L230	tumor	T0
D2_20.902_24.97	20.901999999999997	24.97	L231	tumor	T0
D2_19.979_24.984	19.979	24.984	L232	tumor	T0
D2_9.902_24.995	9.902000000000001	24.995	L233	tumor	T0
D2_18.946_24.994	18.945999999999998	24.994	L234	tumor	T0
D2_10.904_25.007	10.904000000000002	25.006999999999998	L235	tumor	T0
D2_15.919_25.003	15.919	25.003	L236	tumor	T0
D2_5.879_25.03	5.879	25.03	L237	tumor	T0
D2_16.909_25.009	16.909000000000002	25.009	L238	tumor	T0
D2_7.912_25.031	7.912000000000001	25.031	L239	tumor	T0
D2_24.023_25.021	24.023000000000003	25.021	L240	tumor	T0
D2_8.968_25.038	8.968	25.038	L241	tumor	T0
D2_12.055_25.037	12.055	25.037	L242	tumor	T0
D2_14.978_25.025	14.978	25.025	L243	tumor	T0
D2_17.939_25.025	17.939	25.025	L244	tumor	T0
D2_23.05_25.038	23.05	25.038	L245	tumor	T0
D2_6.943_25.039	6.943	25.039	L246	tumor	T0
D2_13.008_25.037	13.008	25.037	L247	tumor	T0
D2_13.979_25.038	13.979000000000001	25.038	L248	tumor	T0
D2_19.989_25.99	19.989	25.99	L249	tumor	T0
D2_18.939_25.991	18.939	25.991	L250	tumor	T0
D2_20.923_25.992	20.923000000000002	25.991999999999997	L251	tumor	T0
D2_21.917_26.003	21.916999999999998	26.003	L252	tumor	T0
D2_10.917_26.015	10.917	26.015	L253	tumor	T0
D2_9.889_26.014	9.889	26.014	L254	tumor	T0
D2_6.928_26.023	6.928	26.023000000000003	L255	tumor	T0
D2_17.93_26.014	17.93	26.014	L256	tumor	T0
D2_13.971_26.031	13.970999999999998	26.031	L257	tumor	T0
D2_14.994_26.037	14.994000000000002	26.037	L258	tumor	T0
D2_8.998_26.037	8.998	26.037	L259	tumor	T0
D2_12.951_26.038	12.950999999999999	26.038	L260	tumor	T0
D2_15.937_26.036	15.937000000000001	26.035999999999998	L261	tumor	T0
D2_23.062_26.04	23.061999999999998	26.04	L262	tumor	T0
D2_24.01_26.03	24.01	26.03	L263	tumor	T0
D2_7.93_26.037	7.93	26.037	L264	tumor	T0
D2_12.051_26.052	12.050999999999998	26.052	L265	tumor	T0
D2_16.914_26.055	16.914	26.055	L266	tumor	T0
D2_23.045_27.002	23.045	27.002	L267	tumor	T0
D2_21.939_26.988	21.939	26.988000000000003	L268	non	non
D2_10.933_27.002	10.933	27.002	L269	tumor	T0
D2_20.912_27.005	20.912	27.005	L270	tumor	T0
D2_9.916_27.013	9.916	27.013	L271	tumor	T0
D2_20.023_27.016	20.023	27.016	L272	tumor	T0
D2_16.897_27.034	16.897000000000002	27.034000000000002	L273	tumor	T0
D2_17.929_27.019	17.929000000000002	27.019000000000002	L274	tumor	T0
D2_15.959_27.025	15.959000000000001	27.025	L275	tumor	T0
D2_18.949_27.034	18.949	27.034000000000002	L276	tumor	T0
D2_13.011_27.036	13.011	27.035999999999998	L277	tumor	T0
D2_12.045_27.058	12.045	27.058000000000003	L278	tumor	T0
D2_14.997_27.062	14.997	27.061999999999998	L279	tumor	T0
