"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000149923",2.57168390258301,0.192206074591274,0.175532734534199,1.09498706951339,0.273522301392053,0.999991084508475
"ENSG00000149925",23.4715235055135,0.019190589519253,0.0616001114058106,0.311534980721525,0.755393954243084,0.999991084508475
"ENSG00000149927",0.528243832588045,-0.179786992043754,0.359279442686424,-0.500409905725307,0.616786479849273,0.999991084508475
"ENSG00000149929",0.474101629379276,-0.899154441257785,0.398706063678053,-2.2551812554921,0.0241219539936511,0.999991084508475
"ENSG00000149930",2.53861161867756,0.134219975923661,0.174235179961668,0.770337976252498,0.441099434806392,0.999991084508475
"ENSG00000149932",6.39205766184803,0.175352604849126,0.110893250306104,1.58127392212865,0.113815419566728,0.999991084508475
"ENSG00000149968",0.622263043288113,-0.160732275720037,0.33263963673388,-0.483202414776043,0.628952020930291,0.999991084508475
"ENSG00000150054",0.106207750800668,-0.315141172708332,1.25279174455051,-0.251551124980795,0.801388040514247,0.999991084508475
"ENSG00000150093",0.394414509300526,0.0712308765033495,0.414564325043044,0.171821047302982,0.863578218245945,0.999991084508475
"ENSG00000150316",0.816825944055132,-0.419786214890223,0.296344613043038,-1.41654748024476,0.156615273003981,0.999991084508475
"ENSG00000150337",1.60198572155853,0.406436433980695,0.207982136619693,1.95418914617599,0.0506788524402223,0.999991084508475
"ENSG00000150347",0.410496710543152,0.0751458576856999,0.381120414202914,0.197170906845444,0.843693796667445,0.999991084508475
"ENSG00000150401",0.44546411556407,0.407508793983502,0.400502318425128,1.01749421972368,0.30891838064545,0.999991084508475
"ENSG00000150403",0.324199370244019,-0.0209604467123984,0.451848076761114,-0.0463882614321273,0.96300079246217,0.999991084508475
"ENSG00000150433",0.340649283044732,0.224755723908339,0.513407897914059,0.437772236892939,0.661551398495462,0.999991084508475
"ENSG00000150455",0.0453289436923191,-0.113865120653915,2.69643517254521,-0.0422280208377625,0.966316925079778,0.999991084508475
"ENSG00000150456",0.169497190015248,-0.183988800865563,0.839362828034822,-0.21920055870991,0.826493820278602,0.999991084508475
"ENSG00000150459",0.919587739022861,0.0996913291010006,0.268912507262761,0.370720313888524,0.710845858501877,0.999991084508475
"ENSG00000150477",0.076059875371857,0.209472317122527,1.72858691192316,0.121181246761539,0.90354747755848,0.999991084508475
"ENSG00000150510",0.0628943021740297,0.0135433152471427,2.20715518430185,0.00613609561460292,0.995104134768434,0.999991084508475
"ENSG00000150527",0.110411620863336,-0.0613985327572273,1.18306665387563,-0.0518977798555056,0.958610143312421,0.999991084508475
"ENSG00000150540",1.08666324437591,0.511069724186747,0.270085460076593,1.89225189701738,0.058457426717458,0.999991084508475
"ENSG00000150551",0.371060808911613,-0.0269713364461521,0.435677552680893,-0.0619066469690418,0.950637174137546,0.999991084508475
"ENSG00000150593",1.26727649486445,-0.202315304365594,0.251731756422225,-0.803694008420034,0.421573715275192,0.999991084508475
"ENSG00000150594",0.313085679495758,0.183036128256133,0.459724976314606,0.398142667216921,0.690525024693884,0.999991084508475
"ENSG00000150630",0.0609255101560863,-0.182384064818595,2.41453945601299,-0.0755357566696203,0.939788449079444,0.999991084508475
"ENSG00000150636",0.0793560365983494,0.168788038924036,1.77596386912855,0.0950402436998109,0.924282861725195,0.999991084508475
"ENSG00000150687",0.735982447922672,-0.169046484778656,0.282184781732657,-0.599063081080009,0.549130819817904,0.999991084508475
"ENSG00000150712",0.447323274962337,0.27480711783892,0.382272085378553,0.718878328682531,0.472215890218358,0.999991084508475
"ENSG00000150753",2.1032187846407,0.0348180360677031,0.185218469149816,0.187983607830924,0.850889501155898,0.999991084508475
"ENSG00000150756",0.133935044420989,-0.0310456260394838,0.974564200284313,-0.0318559064969007,0.974586962295025,0.999991084508475
"ENSG00000150760",0.0898182488518639,-0.113860419879681,1.29791467371605,-0.087725658847579,0.930094725429557,0.999991084508475
"ENSG00000150764",0.298387600886986,0.234509581143917,0.521617123533954,0.449581830356939,0.653011991800978,0.999991084508475
"ENSG00000150768",0.422471676764045,0.0740607396910064,0.353361254866046,0.209589304631267,0.833988227912805,0.999991084508475
"ENSG00000150773",0.103159057209621,-0.0967297345837865,1.26875915596986,-0.0762396347081689,0.939228450494913,0.999991084508475
"ENSG00000150776",0.500795233257204,0.0777923700249354,0.344685579275254,0.225690817087573,0.821441900735498,0.999991084508475
"ENSG00000150779",2.39540235166393,-0.119029536476996,0.164311528876141,-0.724413784541686,0.468811739651204,0.999991084508475
"ENSG00000150782",0.799119658605289,-0.0793859857829301,0.279700885523965,-0.283824577938736,0.776544818276312,0.999991084508475
"ENSG00000150787",0.128792357950738,-0.0165591518265217,1.0771397323698,-0.0153732624736533,0.987734394361485,0.999991084508475
"ENSG00000150867",0.385240988320517,-0.00575858307299975,0.44643485925572,-0.0128990444039255,0.989708337018774,0.999991084508475
"ENSG00000150907",0.364830707532303,0.0752185486683872,0.449132348218198,0.167475241912089,0.866996126486994,0.999991084508475
"ENSG00000150938",0.579792353248693,-0.130070152760417,0.310481117587165,-0.418930960347052,0.675266589459828,0.999991084508475
"ENSG00000150961",0.576043972882197,-0.0858567882295431,0.345505794071297,-0.248495943346832,0.803750708409031,0.999991084508475
"ENSG00000150967",0.459076424536844,0.521650227843859,0.404682317402294,1.28903637597115,0.197385440677889,0.999991084508475
"ENSG00000150977",0.55858924153916,0.0691946873632412,0.347801854887493,0.198948586359967,0.842302962678132,0.999991084508475
"ENSG00000150990",4.16349504068986,-0.0292542429867034,0.130296320277608,-0.224520868466389,0.82235203068075,0.999991084508475
"ENSG00000150991",17.1544470157889,-0.133843790255897,0.0737216162799572,-1.815529786374,0.0694425327680946,0.999991084508475
"ENSG00000150995",0.284430383186312,0.392783776325149,0.500737772311108,0.784410120515359,0.432799501859449,0.999991084508475
"ENSG00000151025",0.107962077931899,-0.128664679980464,1.23989162249817,-0.103770908396999,0.917351153535646,0.999991084508475
"ENSG00000151062",0.120794597116573,0.167719219563319,1.13957115977906,0.147177487008215,0.882991929838993,0.999991084508475
"ENSG00000151065",0.113236158711584,-0.411499046270551,1.32667625121348,-0.310172919651017,0.756429462663872,0.999991084508475
"ENSG00000151067",0.180997677877332,-0.419509821573974,0.71652691844148,-0.585476708239309,0.558227223479871,0.999991084508475
"ENSG00000151090",0.118384779450095,0.0991983246819693,1.06056757279512,0.0935332431676488,0.925479941214345,0.999991084508475
"ENSG00000151092",0.609598344278022,0.0214123500025971,0.322621729696444,0.0663698320095923,0.947083387797725,0.999991084508475
"ENSG00000151093",0.235148595471491,-0.143881233840721,0.706619660052374,-0.203619064080466,0.83865119426066,0.999991084508475
"ENSG00000151116",0.192598638093342,-0.165747066555349,0.71113826407662,-0.233072912720516,0.815704788231805,0.999991084508475
"ENSG00000151117",0.709747564208519,-0.267395347428305,0.286365882943927,-0.93375420521258,0.350430696972651,0.999991084508475
"ENSG00000151131",0.880877180275988,0.364541017648836,0.285363322161349,1.27746276181463,0.20143891914923,0.999991084508475
"ENSG00000151135",0.918903540812949,0.0230431964584824,0.269118416088193,0.0856247476238522,0.931764724944667,0.999991084508475
"ENSG00000151148",0.34637699641184,0.333291812759281,0.375943047176076,0.886548681410197,0.375321933614673,0.999991084508475
"ENSG00000151150",0.883444037104936,0.0275173985176906,0.284299260786576,0.0967902570043893,0.922892961389239,0.999991084508475
"ENSG00000151176",2.26516980462021,-0.248480334038629,0.178271410330982,-1.39383165016362,0.163368448138407,0.999991084508475
"ENSG00000151208",1.5891720287709,0.0421707811736471,0.211718169671578,0.199183571438689,0.842119150032135,0.999991084508475
"ENSG00000151229",0.0637448604677873,-0.141698775903755,1.93735837615867,-0.0731401983481813,0.941694553645807,0.999991084508475
"ENSG00000151233",0.0866270356160802,-0.0207145904215471,1.38214879556314,-0.0149872361702614,0.988042363300893,0.999991084508475
"ENSG00000151239",0.198774206489943,-0.283762119958425,0.566769697624449,-0.500665651582612,0.616606449792709,0.999991084508475
"ENSG00000151240",0.129828504985714,0.0681498790762411,0.887201925177644,0.0768143949446407,0.938771199064546,0.999991084508475
"ENSG00000151247",0.480678858776144,-0.0877111758368493,0.347880613862829,-0.252130105391369,0.800940500733029,0.999991084508475
"ENSG00000151276",0.236269845376376,0.172019339045377,0.590424309818569,0.291348672784554,0.770784665677535,0.999991084508475
"ENSG00000151287",0.0877421462218801,-0.187735143134821,1.51198304604457,-0.124164846706414,0.901184755071224,0.999991084508475
"ENSG00000151292",0.180707468169491,-0.286314895198121,0.664120073818593,-0.431119170290776,0.66638172231125,0.999991084508475
